#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
250,Namecoin,NMC,8.25 십억,559.79,14.74 백만,24.74 백만,-0.66%,-1.04%,10.01%
251,Steem Dollars,SBD,8.12 십억,638.81,12.71 백만*,2.05 십억,-1.45%,3.13%,-5.47%
252,Quanta Utilit...,QNTU,8.11 십억,0.277006,29.28 십억*,83.80 백만,-7.70%,-9.47%,2.91%
253,Ruff,RUFF,8.11 십억,8.62,940.50 백만*,42.28 백만,0.07%,-2.62%,-1.88%
254,BitBay,BAY,8.10 십억,8.00,1.01 십억*,5.56 백만,-1.38%,-3.46%,-16.09%
255,Jibrel Network,JNT,8.07 십억,47.73,169.10 백만*,38.43 백만,-1.97%,-4.88%,-17.24%
256,Insolar,INS,7.96 십억,245.04,32.50 백만*,1.62 십억,-2.41%,-16.07%,2.50%
257,BABB,BAX,7.95 십억,0.378746,21.00 십억*,61.31 백만,-4.65%,-5.12%,-0.38%
258,Patron,PAT,7.83 십억,28.42,275.45 백만*,205.54 백만,1.81%,39.26%,51.03%
259,Crypterium,CRPT,7.82 십억,97.89,79.90 백만*,279.93 백만,-0.14%,-3.38%,11.95%
260,CasinoCoin,CSC,7.82 십억,0.217399,35.97 십억*,1.24 백만,-0.32%,-16.88%,-3.19%
261,Time New Bank,TNB,7.82 십억,3.01,2.59 십억*,463.06 백만,-0.56%,-5.88%,-11.74%
262,Apollo Currency,APL,7.81 십억,0.531529,14.69 십억*,297.92 백만,-2.60%,-1.58%,4.49%
263,Timicoin,TMC,7.79 십억,25.30,307.89 백만*,39.12 백만,-0.70%,0.91%,-5.39%
264,DigitalNote,XDN,7.78 십억,1.12,6.93 십억,327.28 백만,-1.85%,-6.07%,-16.87%
265,Metal,MTL,7.77 십억,237.02,32.77 백만*,309.32 백만,-0.18%,-4.46%,-12.13%
266,Sakura Bloom,SKB,7.66 십억,2.97,2.58 십억*,268.25 백만,-1.30%,-2.49%,40.68%
267,BOX Token,BOX,7.64 십억,100.41,76.13 백만*,1.73 십억,-0.15%,-2.83%,-21.60%
268,Arcblock,ABT,7.59 십억,76.98,98.56 백만*,5.99 십억,2.82%,-0.69%,-4.86%
269,AurumCoin,AU,7.56 십억,25359.69,298.08 천,1.17 백만,-0.33%,-1.63%,11.08%
270,Zipper,ZIP,7.53 십억,0.465011,16.20 십억*,1.28 십억,-0.51%,-5.76%,-18.17%
271,NAGA,NGC,7.45 십억,125.18,59.52 백만*,31.65 백만,1.08%,-5.24%,-11.21%
272,Fantom,FTM,7.36 십억,5.79,1.27 십억*,512.81 백만,-0.25%,-1.96%,18.25%
273,TrueDeck,TDP,7.31 십억,728.02,10.05 백만*,435.72 백만,0.88%,-3.66%,3.68%
274,IoT Chain,ITC,7.30 십억,116.45,62.69 백만*,854.84 백만,-1.46%,-9.05%,-0.96%
275,LEOcoin,LEO,7.27 십억,71.49,101.74 백만*,1.42 십억,0.02%,-8.12%,-17.86%
276,Edgeless,EDG,7.27 십억,74.34,97.82 백만*,51.23 백만,2.45%,1.41%,9.16%
277,Cred,LBA,7.23 십억,15.58,464.35 백만*,336.41 백만,-0.41%,-3.97%,-11.99%
278,Cosmo Coin,COSM,7.23 십억,10.77,670.78 백만*,89.40 백만,0.01%,-4.09%,-13.75%
279,district0x,DNT,7.21 십억,12.02,600.00 백만*,429.24 백만,-0.24%,-4.97%,-21.22%
280,CyberVein,CVT,7.20 십억,6.79,1.06 십억*,42.08 백만,-13.02%,-3.21%,6.37%
281,Loopring [NEO],LRN,7.17 십억,63.11,113.60 백만*,41.79 백만,0.67%,-0.45%,-1.45%
282,Propy,PRO,7.12 십억,124.84,57.01 백만*,197.90 백만,-0.32%,-7.95%,-10.52%
283,ParkinGo,GOT,7.11 십억,683.40,10.40 백만*,16.12 백만,-1.42%,-0.80%,-4.24%
284,Rotharium,RTH,7.09 십억,2111.16,3.36 백만*,46.12 백만,-5.39%,-10.11%,-16.24%
285,TokenCard,TKN,7.08 십억,296.11,23.92 백만*,4.77 백만,-0.38%,-14.13%,-4.84%
286,Bitcoin Interest,BCI,7.08 십억,386.40,18.33 백만,1.29 백만,-0.29%,-0.85%,0.28%
287,Wings,WINGS,7.07 십억,72.53,97.44 백만*,153.79 백만,-0.33%,-2.55%,-8.19%
288,Nexty,NTY,7.05 십억,0.047236,149.31 십억,142.36 백만,0.02%,1.02%,-3.80%
289,ToaCoin,TOA,7.04 십억,2.14,3.29 십억,31.45 백만,4.37%,6.77%,52.56%
290,SONM,SNM,7.00 십억,19.46,359.60 백만*,51.04 백만,-0.30%,-4.07%,-12.34%
291,LockTrip,LOC,6.94 십억,746.55,9.29 백만*,833.68 백만,-0.04%,-3.27%,-3.01%
292,DATA,DTA,6.93 십억,0.943337,7.35 십억*,198.20 백만,0.41%,-2.21%,-10.39%
293,Modum,MOD,6.87 십억,322.96,21.27 백만*,67.00 백만,0.20%,-4.59%,-12.14%
294,WePower,WPR,6.81 십억,13.31,511.31 백만*,255.20 백만,-0.43%,-3.05%,-6.93%
295,Loki,LOKI,6.79 십억,213.63,31.78 백만,18.78 백만,-0.39%,-1.18%,-21.46%
296,AdEx,ADX,6.79 십억,92.41,73.43 백만*,331.21 백만,-1.37%,-7.16%,-3.36%
297,NIX,NIX,6.77 십억,160.50,42.17 백만,25.58 백만,1.49%,-9.49%,-20.21%
298,Tripio,TRIO,6.69 십억,2.97,2.25 십억*,324.25 백만,0.11%,-2.30%,2.29%
299,Envion,EVN,6.68 십억,60.02,111.37 백만*,8.40 백만,21.01%,34.41%,17.29%
300,Internet Node...,INT,6.61 십억,17.91,368.76 백만*,484.27 백만,-0.41%,-4.33%,-5.80%
301,Red Pulse Pho...,PHX,6.60 십억,7.96,829.59 백만*,298.82 백만,-1.28%,-5.53%,-15.38%
302,Viacoin,VIA,6.54 십억,282.89,23.11 백만,72.00 백만,-0.87%,-5.23%,-9.68%
303,Covesting,COV,6.49 십억,371.09,17.50 백만*,5.96 백만,0.60%,0.44%,-6.45%
304,GINcoin,GIN,6.48 십억,1475.41,4.39 백만,38.50 백만,-0.74%,-2.82%,-5.49%
305,Selfkey,KEY,6.46 십억,2.61,2.48 십억*,71.22 백만,1.45%,-2.58%,-8.37%
306,LoyalCoin,LYL,6.44 십억,1.20,5.35 십억*,491.13 백만,0.08%,-0.61%,-10.30%
307,Fortuna,FOTA,6.38 십억,13.52,472.35 백만*,746.44 백만,2.94%,2.93%,1.33%
308,Counterparty,XCP,6.31 십억,2410.47,2.62 백만*,27.16 백만,0.38%,-5.20%,-2.07%
309,OriginTrail,TRAC,6.29 십억,22.03,285.44 백만*,3.88 백만,0.32%,-5.37%,-8.73%
310,XTRABYTES,XBY,6.20 십억,14.42,430.00 백만*,9.50 백만,-0.36%,-8.68%,-11.57%
311,POA Network,POA,6.06 십억,27.50,220.17 백만*,121.68 백만,-1.27%,-4.34%,-14.83%
312,SCRL,SCRL,6.04 십억,40.08,150.79 백만*,34.92 백만,-0.45%,-4.67%,-24.35%
313,Clams,CLAM,6.02 십억,1787.83,3.37 백만*,5.30 백만,0.73%,-3.36%,-11.09%
314,Ripio Credit ...,RCN,6.01 십억,12.01,500.61 백만*,185.03 백만,-1.08%,-2.92%,-10.03%
315,Mobius,MOBI,6.00 십억,11.65,515.08 백만*,11.39 백만,-0.34%,-7.21%,-11.54%
316,Stakenet,XSN,6.00 십억,80.26,74.74 백만*,123.66 백만,-0.68%,-4.82%,-22.55%
317,VIBE,VIBE,5.99 십억,23.05,260.08 백만*,152.67 백만,-0.48%,-5.33%,-16.08%
318,Qubitica,QBIT,5.99 십억,2414.77,2.48 백만*,1.81 백만,-2.20%,-1.33%,311.42%
319,TTC Protocol,TTC,5.96 십억,21.29,279.94 백만*,352.46 백만,-0.42%,-5.68%,-22.16%
320,Achain,ACT,5.96 십억,7.54,789.37 백만*,221.04 백만,0.49%,-4.19%,-6.32%
321,Wabi,WABI,5.88 십억,109.65,53.64 백만*,86.93 백만,-0.34%,-5.64%,-19.30%
322,Hydro,HYDRO,5.88 십억,2.01,2.92 십억*,318.80 백만,-0.91%,-1.44%,-7.11%
323,CloakCoin,CLOAK,5.86 십억,1121.33,5.23 백만*,73.77 백만,-0.52%,-5.89%,-11.78%
324,Boolberry,BBR,5.80 십억,466.25,12.43 백만,7.04 백만,-0.36%,-8.62%,-14.03%
325,Restart Energ...,MWAT,5.78 십억,12.76,452.75 백만*,74.09 백만,-0.04%,-4.13%,1.19%
326,Litecoin Cash,LCC,5.77 십억,9.63,599.06 백만,201.68 백만,0.06%,-2.88%,-6.04%
327,Tierion,TNT,5.75 십억,13.42,428.48 백만*,422.00 백만,0.15%,-7.03%,-1.03%
328,ZClassic,ZCL,5.72 십억,1039.90,5.50 백만,45.60 백만,-0.79%,-6.55%,-9.96%
329,SingularDTV,SNGLS,5.72 십억,9.53,600.00 백만*,278.91 백만,-0.40%,-3.54%,-17.76%
330,Dero,DERO,5.70 십억,964.15,5.92 백만,27.67 백만,-0.27%,-4.59%,3.19%
331,Asch,XAS,5.69 십억,60.95,93.36 백만*,327.18 백만,-0.86%,-1.56%,-0.02%
332,BitNewChain,BTN,5.68 십억,31.60,179.70 백만,9.99 백만,-1.92%,-9.27%,-11.64%
333,Content Neutr...,CNN,5.66 십억,0.144871,39.04 십억*,69.99 백만,0.57%,-2.77%,-10.54%
334,Electra,ECA,5.53 십억,0.194928,28.38 십억,62.48 백만,0.00%,-15.00%,-14.41%
335,EvenCoin,EVN,5.48 십억,291.30,18.80 백만*,163.29 백만,-0.87%,-5.94%,189.22%
336,BitKan,KAN,5.47 십억,1.59,3.43 십억*,283.40 백만,-0.08%,-2.08%,-15.83%
337,Pascal Coin,PASC,5.45 십억,227.22,23.99 백만,6.15 백만,1.40%,-1.53%,-16.52%
338,bitUSD,BITUSD,5.40 십억,787.16,6.86 백만*,15.36 백만,-0.31%,-2.40%,-2.19%
339,FairCoin,FAIR,5.34 십억,100.35,53.19 백만*,857.85 천,-0.33%,3.06%,-7.61%
340,Primas,PST,5.30 십억,100.67,52.69 백만*,654.48 백만,-3.91%,-1.28%,12.35%
341,VITE,VITE,5.20 십억,12.53,415.16 백만*,192.58 백만,-2.25%,-7.90%,-14.91%
342,Humanscape,HUM,5.17 십억,0.159969,32.32 십억*,23.91 백만,2.68%,5.19%,5.11%
343,Travala.com,AVA,5.07 십억,144.52,35.09 백만*,16.12 백만,-0.13%,-5.88%,15.68%
344,IHT Real Esta...,IHT,5.07 십억,9.09,557.67 백만*,59.26 백만,-0.38%,-6.73%,-7.98%
345,Refereum,RFR,5.03 십억,2.05,2.45 십억*,230.55 백만,-0.02%,-1.72%,-4.79%
346,NaPoleonX,NPX,5.03 십억,198.40,25.33 백만*,86.94 백만,-1.46%,-17.42%,-34.27%
347,QLC Chain,QLC,5.02 십억,20.93,240.00 백만*,268.10 백만,1.50%,5.87%,0.22%
348,Blox,CDT,5.01 십억,7.44,673.08 백만*,76.92 백만,-0.08%,-3.60%,-10.91%
349,Bitcore,BTX,5.00 십억,301.33,16.58 백만,175.60 백만,-0.19%,-2.50%,-1.07%
350,Cashaa,CAS,4.99 십억,8.26,604.36 백만*,60.16 백만,-11.71%,-12.16%,-32.76%
351,Metronome,MET,4.99 십억,570.76,8.74 백만*,317.02 백만,0.56%,-1.86%,-17.18%
352,Lympo,LYM,4.93 십억,6.54,753.35 백만*,201.64 백만,-0.34%,-3.25%,-10.72%
353,PACcoin,$PAC,4.91 십억,0.944371,5.20 십억,21.55 백만,0.12%,0.33%,17.13%
354,doc.com Token,MTC,4.88 십억,16.09,303.49 백만*,290.03 백만,1.19%,-10.57%,-16.94%
355,ION,ION,4.85 십억,225.87,21.46 백만*,3.56 백만,-0.93%,-3.76%,-5.17%
356,smARTOFGIVING,AOG,4.80 십억,80.49,59.69 백만*,607.68 천,-0.28%,-8.54%,-20.36%
357,Ecoreal Estate,ECOREAL,4.80 십억,30.50,157.36 백만*,5.75 백만,0.14%,19.85%,32.41%
358,DECENT,DCT,4.78 십억,93.25,51.31 백만*,161.40 백만,-1.60%,1.46%,6.70%
359,MediShares,MDS,4.78 십억,4.63,1.03 십억*,24.39 백만,0.01%,-3.97%,-12.79%
360,REPO,REPO,4.73 십억,43.01,109.96 백만*,17.74 백만,-0.58%,-9.43%,-19.08%
361,Linda,LINDA,4.69 십억,0.412118,11.38 십억,9.18 백만,-0.20%,-10.09%,-7.67%
362,All Sports,SOC,4.68 십억,3.19,1.47 십억*,151.30 백만,-3.11%,-8.00%,-14.05%
363,Rublix,RBLX,4.67 십억,222.08,21.02 백만*,13.07 백만,-0.18%,0.39%,-2.22%
364,Omnitude,ECOM,4.66 십억,89.57,52.07 백만*,80.94 백만,-0.16%,-1.70%,26.33%
365,PCHAIN,PAI,4.66 십억,6.29,741.79 백만*,202.73 백만,-0.61%,-8.92%,-19.79%
366,CrypticCoin,CRYP,4.65 십억,1.83,2.54 십억,250.06 백만,0.92%,-0.13%,-22.86%
367,LGO Exchange,LGO,4.62 십억,36.21,127.64 백만*,9.05 백만,-0.61%,-4.25%,-6.49%
368,Presearch,PRE,4.60 십억,29.71,155.00 백만*,14.27 백만,-0.77%,-4.81%,-11.56%
369,Haven Protocol,XHV,4.59 십억,721.50,6.36 백만*,190.62 백만,0.80%,-13.64%,-22.52%
370,Metadium,META,4.51 십억,4.15,1.09 십억*,269.15 백만,-0.42%,-5.12%,-21.26%
371,SophiaTX,SPHTX,4.49 십억,23.23,193.23 백만*,196.00 백만,-1.31%,-3.07%,-3.41%
372,Global Curren...,GCR,4.48 십억,42.68,105.08 백만* ,7.35 백만,7.56%,62.66%,42.82%
373,Mothership,MSP,4.48 십억,32.03,140.00 백만*,3.10 백만,-0.31%,-4.26%,-17.61%
374,Aeon,AEON,4.48 십억,283.18,15.83 백만,28.58 백만,-2.28%,7.82%,8.68%
375,Blocktix,TIX,4.48 십억,112.08,40.00 백만*,263.04 백만,-0.29%,-6.16%,-11.07%
376,Storiqa,STQ,4.48 십억,0.456387,9.82 십억*,261.74 백만,0.76%,-7.35%,-35.99%
377,Primecoin,XPM,4.46 십억,172.19,25.88 백만,33.71 백만,-9.08%,-9.91%,-14.13%
378,CPChain,CPC,4.45 십억,11.81,376.77 백만*,119.46 백만,-3.24%,-7.17%,5.80%
379,DAPS Token,DAPS,4.44 십억,0.085157,52.17 십억*,7.06 백만,-13.05%,-12.32%,-28.29%
380,SPINDLE,SPD,4.43 십억,1.25,3.55 십억*,22.90 백만,-0.42%,-4.11%,-9.27%
381,Mercury,MER,4.43 십억,44.26,100.00 백만*,52.02 백만,-2.61%,-9.42%,-21.80%
382,Game.com,GTC,4.42 십억,5.81,761.44 백만*,616.67 백만,-0.24%,-3.57%,0.02%
383,Bottos,BTO,4.34 십억,8.51,509.99 백만*,190.95 백만,0.36%,-0.53%,-5.65%
384,FLO,FLO,4.30 십억,28.84,148.94 백만,27.02 백만,3.64%,-4.22%,14.90%
385,Bitcoin Green,BITG,4.29 십억,683.95,6.27 백만,5.25 백만,-3.70%,-5.83%,-11.82%
386,GameCredits,GAME,4.28 십억,61.34,69.84 백만,59.46 백만,0.68%,0.50%,-12.23%
387,Universa,UTNP,4.28 십억,2.31,1.85 십억*,856.93 천,-0.21%,1.83%,-7.61%
388,LBRY Credits,LBC,4.25 십억,20.11,211.53 백만,15.41 백만,0.08%,-3.48%,-11.08%
389,Apex,CPX,4.24 십억,9.47,448.34 백만*,304.41 백만,3.84%,-1.58%,-4.10%
390,MinexCoin,MNX,4.22 십억,891.33,4.73 백만,59.40 백만,0.05%,0.23%,40.97%
391,Waves Communi...,WCT,4.21 십억,422.03,9.96 백만* ,6.30 백만,-2.00%,5.36%,51.94%
392,Paragon,PRG,4.20 십억,63.75,65.94 백만*,36.63 백만,3.03%,7.37%,3.14%
393,Xaurum,XAUR,4.19 십억,43.85,95.58 백만*,10.71 백만,2.87%,4.05%,2.00%
394,Numeraire,NMR,4.18 십억,3094.16,1.35 백만*,24.83 백만,-2.44%,1.14%,1.44%
395,Everex,EVX,4.17 십억,207.71,20.08 백만*,224.41 백만,0.13%,-4.73%,-12.28%
396,Bitcoin Atom,BCA,4.17 십억,226.62,18.38 백만,71.26 백만,-0.50%,-3.23%,1.69%
397,LATOKEN,LA,4.16 십억,51.30,81.04 백만*,5.06 십억,-0.37%,-0.81%,8.24%
398,Bit-Z Token,BZ,4.12 십억,91.68,44.91 백만*,25.35 십억,-0.24%,-4.07%,-16.24%
399,Blue Whale Token,BWX,4.10 십억,0.127378,32.21 십억*,34.48 백만,3.98%,-4.23%,6.07%
400,Dock,DOCK,4.09 십억,9.38,436.40 백만*,358.52 백만,-0.36%,-2.45%,-9.71%
401,Peerplays,PPY,4.08 십억,908.67,4.49 백만*,254.09 백만,-0.36%,-4.09%,-10.76%
402,Happycoin,HPC,4.07 십억,232.33,17.54 백만,3.10 백만,-0.29%,-12.29%,-24.67%
403,BANKEX,BKX,4.07 십억,43.62,93.32 백만*,401.96 백만,-11.02%,-12.03%,-0.20%
404,YOYOW,YOYOW,4.04 십억,13.47,300.00 백만*,205.11 백만,-0.11%,-3.30%,-10.31%
405,Lamden,TAU,4.03 십억,28.37,142.22 백만*,22.34 백만,-1.60%,7.85%,26.83%
406,TE-FOOD,TFD,4.03 십억,7.96,506.14 백만*,35.12 백만,-0.58%,-10.60%,2.45%
407,Six Domain Chain,SDA,4.03 십억,5.64,713.59 백만*,586.59 백만,-1.41%,11.45%,11.90%
408,Ternio,TERN,4.02 십억,12.04,334.16 백만*,59.23 백만,-0.24%,-4.85%,-14.77%
409,Viberate,VIB,4.02 십억,22.47,179.00 백만*,1.11 십억,0.53%,1.29%,-3.20%
410,Etherparty,FUEL,4.02 십억,7.61,528.53 백만*,177.47 백만,-0.78%,-6.63%,-6.55%
411,Melon,MLN,4.00 십억,5135.35,778.24 천*,10.04 백만,-0.93%,-3.78%,-18.70%
412,Primalbase Token,PBT,3.97 십억,3173776,1.25 천*,3.90 백만,0.42%,-3.37%,-9.09%
413,Polybius,PLBT,3.96 십억,996.57,3.97 백만*,1.95 백만,-13.30%,-11.85%,-21.81%
414,SpankChain,SPANK,3.95 십억,13.15,300.04 백만*,17.15 백만,-0.67%,-1.90%,-18.14%
415,Unikoin Gold,UKG,3.95 십억,27.54,143.27 백만*,25.73 백만,-0.34%,-3.76%,2.96%
416,Dignity,DIG,3.94 십억,7.53,523.04 백만*,230.20 백만,-1.13%,5.06%,6.77%
417,Robotina,ROX,3.93 십억,14.63,268.56 백만*,15.09 백만,0.09%,-3.56%,-11.36%
418,Shift,SHIFT,3.89 십억,307.21,12.68 백만*,21.00 백만,-0.66%,-3.74%,3.76%
419,Seele,SEELE,3.89 십억,5.73,677.85 백만*,97.31 백만,-2.30%,-2.72%,-5.68%
420,AppCoins,APPC,3.87 십억,38.64,100.05 백만*,41.25 백만,-1.24%,-4.90%,-11.27%
421,Bulwark,BWK,3.86 십억,262.58,14.72 백만,11.96 백만,-0.09%,-3.37%,-15.30%
422,AirSwap,AST,3.83 십억,25.51,150.00 백만*,285.70 백만,-1.02%,-6.15%,-17.54%
423,SpaceChain,SPC,3.82 십억,7.40,515.92 백만*,80.74 백만,1.54%,4.22%,26.84%
424,Monetha,MTH,3.81 십억,17.44,218.27 백만*,105.52 백만,-1.84%,-4.56%,-14.89%
425,Feathercoin,FTC,3.80 십억,17.21,220.69 백만,16.91 백만,-0.03%,-5.59%,-14.60%
426,BlackCoin,BLK,3.78 십억,60.51,62.47 백만*,78.05 백만,0.26%,-15.13%,11.21%
427,Digix Gold Token,DGX,3.75 십억,46060.74,81.52 천*,31.72 백만,-0.12%,-2.14%,-0.33%
428,Cobinhood,COB,3.75 십억,9.60,390.35 백만*,12.70 백만,-0.85%,1.89%,8.56%
429,B2BX,B2B,3.73 십억,226.05,16.49 백만*,602.62 백만,0.26%,-12.90%,-38.52%
430,eosDAC,EOSDAC,3.65 십억,5.53,660.76 백만*,66.86 백만,-0.21%,0.24%,-7.74%
431,Bismuth,BIS,3.61 십억,251.64,14.33 백만,11.10 백만,-1.15%,0.13%,-3.05%
432,Synthetix Net...,SNX,3.59 십억,53.28,67.47 백만*,52.73 백만,-1.97%,-11.08%,0.42%
433,SwissBorg,CHSB,3.57 십억,6.20,575.82 백만*,44.87 백만,-0.63%,-2.96%,5.06%
434,ALQO,XLQ,3.52 십억,61.37,57.41 백만,6.30 백만,-5.56%,-12.02%,-21.42%
435,TaTaTu,TTU,3.52 십억,36.40,96.73 백만*,17.45 백만,-0.23%,-8.89%,-13.58%
436,ICE ROCK MINING,ROCK2,3.51 십억,223.48,15.70 백만*,7.13 백만,-0.31%,6.21%,9.51%
437,ATN,ATN,3.49 십억,41.34,84.30 백만*,12.09 백만,0.36%,-1.88%,-6.67%
438,BitCapitalVendor,BCV,3.42 십억,6.33,540.00 백만*,43.65 백만,0.54%,7.41%,22.85%
439,Lunyr,LUN,3.39 십억,1475.34,2.30 백만*,403.21 백만,2.12%,-5.77%,-4.63%
440,HalalChain,HLC,3.39 십억,8.71,389.01 백만*,32.42 백만,2.62%,-10.22%,16.77%
441,INO COIN,INO,3.36 십억,167.98,20.00 백만*,2.04 십억,0.06%,-1.26%,-29.10%
442,SafeInsure,SINS,3.35 십억,3190.13,1.05 백만*,213.80 백만,-0.28%,-5.18%,6.06%
443,Callisto Network,CLO,3.35 십억,4.36,767.53 백만,142.79 백만,-0.63%,-3.33%,13.98%
444,RevolutionVR,RVR,3.34 십억,15.88,210.00 백만*,18.06 백만,0.14%,-2.19%,-14.64%
445,WeShow Token,WET,3.33 십억,20.88,159.73 백만*,24.04 백만,-0.34%,6.23%,-18.15%
446,Diamond,DMD,3.33 십억,1090.63,3.05 백만,3.36 백만,-1.10%,-3.75%,-7.70%
447,Bittwatt,BWT,3.32 십억,11.48,289.36 백만*,910.32 천,-0.18%,1.31%,-6.34%
448,NANJCOIN,NANJ,3.31 십억,0.170999,19.36 십억*,3.61 백만,-8.36%,-8.48%,1.75%
449,Pepe Cash,PEPECASH,3.30 십억,4.70,701.88 백만*,1.20 백만,-0.17%,-6.42%,-18.95%
450,Aeron,ARN,3.27 십억,251.75,13.00 백만*,702.21 백만,-0.23%,-2.99%,-7.12%
451,Playgroundz,IOG,3.27 십억,114.59,28.55 백만*,7.02 십억,0.24%,-2.21%,-11.04%
452,Zeepin,ZPT,3.27 십억,6.54,500.00 백만*,93.76 백만,8.32%,0.56%,-9.78%
453,Everus,EVR,3.26 십억,6.36,512.82 백만*,6.44 백만,-0.30%,-0.38%,-4.27%
454,SwftCoin,SWFTC,3.25 십억,0.892921,3.64 십억*,549.68 백만,-0.68%,-3.85%,-6.78%
455,BrahmaOS,BRM,3.23 십억,5.22,619.27 백만*,24.55 백만,-6.31%,-0.37%,-8.11%
456,BlockMason Cr...,BCPT,3.19 십억,32.57,98.04 백만*,436.98 백만,-0.19%,-7.92%,-6.12%
457,BitTube,TUBE,3.18 십억,30.10,105.69 백만,63.07 백만,-0.27%,-0.43%,-9.06%
458,Zen Protocol,ZP,3.17 십억,196.47,16.14 백만,331.99 백만,7.99%,-7.60%,-18.89%
459,Flash,FLASH,3.17 십억,3.52,900.00 백만*,1.40 백만,-1.93%,0.03%,-8.34%
460,Moneytoken,IMT,3.16 십억,0.334797,9.43 십억*,90.68 백만,57.68%,11.74%,-25.98%
461,adToken,ADT,3.15 십억,5.25,600.00 백만*,74.87 백만,-0.04%,-6.12%,-13.07%
462,Phore,PHR,3.12 십억,200.61,15.54 백만*,1.85 백만,-6.55%,-9.05%,1.82%
463,Scorum Coins,SCR,3.10 십억,106.04,29.27 백만*,5.17 백만,-0.49%,-9.10%,2.70%
464,Dimecoin,DIME,3.09 십억,0.005723,539.10 십억,3.27 백만,-0.60%,10.01%,6.43%
465,KickCoin,KICK,3.07 십억,5.66,542.62 백만*,75.90 백만,0.72%,-1.81%,-12.99%
466,Karma,KRM,3.06 십억,1.71,1.78 십억*,20.12 백만,0.02%,1.70%,53.45%
467,Ink,INK,3.03 십억,6.54,463.91 백만*,3.39 십억,1.35%,12.20%,3.23%
468,Insureum,ISR,3.03 십억,17.38,174.16 백만*,152.74 백만,0.43%,12.51%,10.66%
469,DeepBrain Chain,DBC,3.03 십억,2.02,1.50 십억*,730.66 백만,-0.57%,-4.91%,-29.50%
470,Sentinel Prot...,UPP,3.01 십억,12.88,233.87 백만*,506.83 백만,1.23%,-1.23%,-18.85%
471,Hiveterminal ...,HVN,3.00 십억,7.29,410.96 백만*,1.64 백만,-0.30%,1.81%,-6.60%
472,Hi Mutual Soc...,HMC,2.98 십억,7.37,404.10 백만*,131.89 백만,0.82%,-2.32%,-8.27%
473,QunQun,QUN,2.96 십억,4.11,719.83 백만*,129.88 백만,-0.25%,-2.04%,-4.93%
474,Business Cred...,BCAC,2.95 십억,6.66,442.97 백만*,45.16 백만,3.37%,0.31%,-2.38%
475,NKN,NKN,2.95 십억,13.79,213.81 백만*,125.22 백만,0.34%,-4.92%,-11.47%
476,Bezop,BEZ,2.95 십억,58.05,50.78 백만*,809.10 백만,-1.09%,-8.33%,28.15%
477,TV-TWO,TTV,2.92 십억,7.17,407.59 백만*,797.49 천,-0.32%,-0.55%,1.65%
478,XinFin Network,XDCE,2.91 십억,0.750569,3.88 십억*,395.34 백만,-0.03%,-6.51%,-31.87%
479,Consensus,SEN,2.91 십억,1.81,1.61 십억*,26.30 백만,-0.31%,0.27%,2.03%
480,BaaSid,BAAS,2.89 십억,1.38,2.10 십억*,47.41 백만,11.28%,6.01%,-7.94%
481,0chain,ZCN,2.89 십억,71.93,40.11 백만*,28.83 백만,-5.47%,-19.33%,-24.59%
482,PotCoin,POT,2.86 십억,12.94,221.29 백만,3.32 백만,0.10%,-6.17%,11.19%
483,SIX,SIX,2.85 십억,10.41,273.78 백만*,103.02 백만,-0.26%,18.20%,45.08%
484,Eden,EDN,2.83 십억,3.45,819.99 백만*,159.74 백만,0.22%,-1.94%,-12.48%
485,XEL,XEL,2.82 십억,30.76,91.68 백만*,2.09 백만,-0.36%,-5.50%,-14.56%
486,HTMLCOIN,HTML,2.80 십억,0.052856,53.07 십억,10.54 백만,2.65%,-23.17%,-21.30%
487,IXT,IXT,2.78 십억,77.76,35.78 백만*,24.79 백만,2.41%,2.95%,49.97%
488,GET Protocol,GET,2.78 십억,243.71,11.39 백만*,1.56 백만,-0.29%,0.01%,-0.49%
489,Crown,CRW,2.77 십억,131.75,21.04 백만,11.60 백만,-0.30%,-0.46%,-12.41%
490,Bean Cash,BITB,2.77 십억,1.06,2.62 십억*,9.53 백만,-2.38%,-6.39%,-9.62%
491,Agrello,DLT,2.77 십억,32.23,85.98 백만*,71.86 백만,-0.49%,-5.95%,-13.13%
492,Vipstar Coin,VIPS,2.77 십억,0.081671,33.92 십억*,1.50 십억,0.71%,4.69%,-8.62%
493,ECC,ECC,2.72 십억,0.108684,25.00 십억*,2.63 백만,-25.25%,-7.89%,10.37%
494,Olympus Labs,MOT,2.71 십억,70.55,38.35 백만*,149.54 백만,-0.53%,0.13%,3.96%
495,Soarcoin,SOAR,2.70 십억,2.50,1.08 십억*,657.17 천,-0.29%,-1.61%,-17.27%
496,DecentBet,DBET,2.70 십억,16.10,167.71 백만*,2.62 백만,-0.30%,-25.11%,4.57%
497,Etheroll,DICE,2.69 십억,384.22,7.00 백만*,11.76 백만,-2.37%,2.21%,-15.69%
498,HempCoin,THC,2.69 십억,11.01,244.17 백만,900.54 천,-1.50%,4.41%,7.85%
499,Polis,POLIS,2.68 십억,558.92,4.80 백만,4.70 백만,-0.25%,-5.33%,-8.58%
500,Myriad,XMY,2.68 십억,1.65,1.63 십억,4.45 백만,1.00%,-1.80%,-7.89%
