#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1266,Oxycoin,OXY,846.35 백만,0.948229,892.56 백만*,500.29 ,-0.18%,8.72%,-2.86%
1267,HelloGold,HGT,842.44 백만,3.20,263.03 백만*,69.13 천,-15.11%,-10.98%,81.73%
1268,Fluz Fluz,FLUZ,842.27 백만,4.11,204.78 백만*,58.52 천,-0.04%,-9.06%,-18.81%
1269,Quark,QRK,803.68 백만,3.12,257.18 백만,0.00 ,0.00%,5.13%,26.86%
1270,Darcrus,DAR,788.02 백만,57.94,13.60 백만*,0.00 ,0.00%,0.00%,65.47%
1271,FidentiaX,FDX,766.06 백만,7.30,105.00 백만*,302.56 천,-0.04%,6.94%,42.93%
1272,Ubcoin Market,UBC,758.74 백만,2.22,342.27 백만*,317.03 천,-0.04%,58.79%,45.56%
1273,Uniform Fisca...,UFO,735.82 백만,0.197548,3.72 십억,221.77 천,-0.17%,6.33%,-2.32%
1274,PikcioChain,PKC,725.02 백만,16.76,43.27 백만*,318.47 천,-4.45%,-2.88%,7.24%
1275,BlueCoin,BLU,721.62 백만,1.26,574.68 백만,0.00 ,0.00%,0.00%,-5.40%
1276,Tigereum,TIG,717.43 백만,41.35,17.35 백만*,37.56 천,-0.19%,6.78%,17.96%
1277,Noku,NOKU,688.96 백만,47.87,14.39 백만*,14.55 천,-30.50%,-25.18%,-23.66%
1278,Helium,HLM,682.20 백만,75.14,9.08 백만,25.27 천,-0.24%,4.23%,3.35%
1279,Opus,OPT,670.39 백만,4.79,140.08 백만*,149.57 천,-0.09%,-35.60%,-33.94%
1280,Vice Industry...,VIT,669.25 백만,1.90,351.76 백만*,82.90 천,-0.28%,8.83%,-20.88%
1281,Sp8de,SPX,664.72 백만,0.085399,7.78 십억*,202.49 천,-0.04%,8.88%,10.06%
1282,Manna,MANNA,656.77 백만,1.30,504.31 백만*,10.93 천,-0.18%,9.60%,0.32%
1283,Bee Token,BEE,651.87 백만,3.49,186.63 백만*,141.88 천,-0.04%,4.79%,-11.03%
1284,Sociall,SCL,643.85 백만,38.52,16.71 백만*,93.84 천,-0.24%,3.47%,-1.49%
1285,Goodomy,GOOD,634.93 백만,1.02,620.51 백만*,0.00 ,0.00%,21.11%,-26.40%
1286,Gladius Token,GLA,631.45 백만,43.66,14.46 백만*,0.00 ,0.00%,11.35%,2.78%
1287,I0Coin,I0C,622.13 백만,29.63,21.00 백만,186.21 천,-0.18%,26.58%,73.49%
1288,JSECOIN,JSE,618.10 백만,1.39,443.48 백만*,503.87 천,0.22%,9.01%,10.17%
1289,Eristica,ERT,615.41 백만,3.67,167.49 백만*,459.50 천,-0.18%,16.24%,9.89%
1290,Atmos,ATMOS,613.33 백만,6.08,100.80 백만*,148.96 천,-0.18%,2.02%,-9.21%
1291,Target Coin,TGT,602.08 백만,0.632152,952.43 백만*,18.96 천,-0.24%,9.65%,-5.56%
1292,Xenon,XNN,598.10 백만,1.99,300.00 백만*,514.35 천,-0.13%,25.89%,-19.98%
1293,Lynx,LYNX,589.56 백만,0.007660,76.97 십억,223.49 천,0.00%,-0.83%,-13.03%
1294,Ixcoin,IXC,578.64 백만,27.50,21.04 백만*,100.15 천,-0.17%,4.18%,1.87%
1295,InvestFeed,IFT,575.39 백만,3.01,191.38 백만*,178.75 천,-0.18%,7.44%,-7.24%
1296,Cruisebit,CRBT,571.59 백만,21.59,26.48 백만*,0.00 ,0.00%,5.35%,-21.76%
1297,Bullion,CBX,566.94 백만,552.94,1.03 백만,43.14 천,-0.20%,9.97%,-0.15%
1298,Seal Network,SEAL,566.43 백만,1.14,498.00 백만*,0.00 ,0.00%,10.73%,-16.15%
1299,WorldCoin,WDC,563.55 백만,4.71,119.61 백만,0.00 ,0.00%,0.00%,0.00%
1300,Mithril Ore,MORE,536.70 백만,47422.45,11.32 천*,938.12 ,-0.04%,27.29%,302.93%
1301,e-Gulden,EFL,534.01 백만,31.42,17.00 백만,317.33 천,-0.19%,5.50%,17.59%
1302,Monster Byte,MBI,530.87 백만,31.56,16.82 백만*,0.00 ,0.00%,0.00%,-12.60%
1303,IDEX Membership,IDXM,527.15 백만,263576,2.00 천*,515.10 천,-0.04%,3.01%,13.07%
1304,Blockpool,BPL,523.21 백만,23.47,22.29 백만,11.97 천,-0.18%,7.60%,20.21%
1305,Gravity,GZRO,516.99 백만,0.237057,2.18 십억,211.90 천,-0.18%,27.56%,-36.70%
1306,MaxCoin,MAX,512.24 백만,8.34,61.45 백만,306.66 천,-0.65%,4.93%,-1.15%
1307,BuzzCoin,BUZZ,509.82 백만,0.025509,19.99 십억,423.66 천,-0.93%,5.70%,-15.36%
1308,SmileyCoin,SMLY,507.33 백만,0.019543,25.96 십억,812.29 ,9.99%,18.29%,56.03%
1309,BitCrystals,BCY,506.13 백만,22.01,23.00 백만*,107.32 천,-24.91%,16.75%,-35.52%
1310,Sether,SETH,501.29 백만,29.02,17.28 백만*,107.00 천,-0.04%,9.21%,-15.81%
1311,PHI Token,PHI,501.02 백만,86.00,5.83 백만*,33.42 천,-0.07%,-8.81%,-6.14%
1312,Shard,SHARD,463.10 백만,36.40,12.72 백만,324.37 천,-0.01%,10.90%,21.89%
1313,PRASM,PSM,462.24 백만,0.227929,2.03 십억*,46.76 천,-21.00%,-65.70%,-72.21%
1314,Nexium,NXC,459.49 백만,6.91,66.51 백만*,468.25 천,-0.18%,7.75%,-4.84%
1315,Ties.DB,TIE,453.00 백만,11.10,40.82 백만*,229.65 천,4.19%,-0.68%,38.03%
1316,Argentum,ARG,450.65 백만,42.01,10.73 백만,401.97 천,-0.18%,-6.12%,-2.71%
1317,Coin Lion,LION,446.32 백만,13.85,32.23 백만*,201.73 천,-0.04%,17.42%,8.65%
1318,ATMChain,ATM,445.12 백만,0.095513,4.66 십억*,170.30 천,-0.51%,16.70%,-37.06%
1319,Pesetacoin,PTC,436.60 백만,3.19,136.94 백만,494.63 천,-0.46%,8.61%,-6.06%
1320,CryptoPing,PING,435.12 백만,43.72,9.95 백만*,0.00 ,0.00%,0.00%,87.18%
1321,Carboncoin,CARBON,409.61 백만,0.026612,15.39 십억,3.61 천,0.00%,3.33%,7.43%
1322,AudioCoin,ADC,407.89 백만,0.433353,941.23 백만,271.51 천,-0.24%,6.01%,18.89%
1323,IQeon,IQN,391.40 백만,144.16,2.72 백만* ,510.69 천,-0.94%,6.07%,3.33%
1324,BunnyCoin,BUN,388.03 백만,0.003766,103.04 십억,368.26 천,-0.16%,1.17%,-0.69%
1325,PWR Coin,PWR,381.84 백만,0.039510,9.66 십억,10.86 천,-0.18%,6.33%,1.28%
1326,NobleCoin,NOBL,371.37 백만,0.158038,2.35 십억,51.35 천,-0.18%,41.77%,1.20%
1327,Stipend,SPD,368.53 백만,38.06,9.68 백만,96.78 천,-0.18%,-5.17%,-9.97%
1328,Trollcoin,TROLL,367.56 백만,0.630222,583.22 백만,125.79 천,-0.01%,10.14%,5.73%
1329,Rookiecoin,RKC,359.28 백만,0.118529,3.03 십억*,2.43 천,-0.18%,6.33%,21.43%
1330,Kobocoin,KOBO,358.68 백만,14.52,24.70 백만*,9.34 천,0.00%,-5.67%,-2.43%
1331,Oceanlab,OCL,356.74 백만,7.67,46.50 백만*,50.50 천,2.62%,6.71%,12.94%
1332,Zennies,ZENI,355.87 백만,0.355586,1.00 십억*,5.50 천,-0.18%,-13.00%,35.33%
1333,Dinastycoin,DCY,355.62 백만,0.197108,1.80 십억,151.96 천,-0.28%,-7.75%,-2.93%
1334,Universe,UNI,354.14 백만,7.20,49.17 백만*,247.34 천,8.00%,22.42%,0.33%
1335,eBitcoin,EBTC,351.91 백만,18.62,18.90 백만*,557.59 천,0.03%,6.85%,-13.01%
1336,Blockpass,PASS,341.05 백만,3.00,113.58 백만*,4.71 천,-0.18%,-0.19%,6.04%
1337,BlockCAT,CAT,339.94 백만,46.19,7.36 백만*,355.00 천,-0.18%,3.84%,1.63%
1338,Bridge Protocol,TOLL,335.66 백만,1.47,228.10 백만*,87.63 천,-0.22%,24.28%,-2.76%
1339,Equal,EQL,334.57 백만,0.831152,402.54 백만*,539.42 천,-0.18%,52.70%,22.63%
1340,WandX,WAND,331.66 백만,27.09,12.24 백만*,542.29 천,-0.04%,36.22%,2.18%
1341,Orbitcoin,ORB,330.67 백만,102.67,3.22 백만,106.23 천,-0.19%,5.01%,19.77%
1342,Talao,TALAO,326.35 백만,31.91,10.23 백만*,18.01 천,-0.04%,6.85%,2.57%
1343,Bitibu Coin,BTB,325.73 백만,76.60,4.25 백만*,0.00 ,-0.34%,12.08%,8.39%
1344,Block-Logic,BLTG,322.43 백만,15.80,20.40 백만*,16.48 천,-0.18%,0.22%,-10.87%
1345,Bitswift,BITS,320.93 백만,82.61,3.88 백만*,66.03 천,-0.18%,7.46%,-2.04%
1346,QubitCoin,Q2C,314.96 백만,0.936409,336.34 백만,0.00 ,0.00%,0.00%,0.00%
1347,Skeincoin,SKC,308.48 백만,22.80,13.53 백만,277.32 천,-0.17%,1.33%,-3.72%
1348,PopularCoin,POP,304.22 백만,0.079019,3.85 십억,2.50 천,-0.18%,6.32%,16.77%
1349,Paymon,PMNT,295.36 백만,0.483227,611.23 백만*,198.17 천,-0.16%,7.43%,-3.61%
1350,WomenCoin,WOMEN,293.58 백만,0.006058,48.46 십억,242.88 천,-0.36%,62.52%,30.82%
1351,Hush,HUSH,289.04 백만,53.42,5.41 백만,124.61 천,-8.13%,3.50%,-41.06%
1352,Cryptonite,XCN,286.47 백만,0.404335,708.51 백만,473.02 천,1.78%,-15.12%,4.91%
1353,Pylon Network,PYLNT,284.65 백만,726.38,391.87 천*,220.54 천,-3.25%,14.32%,-12.95%
1354,Hackspace Cap...,HAC,282.86 백만,0.874471,323.47 백만*,0.00 ,0.00%,8.01%,31.73%
1355,Signals Network,SGN,282.26 백만,3.21,88.00 백만*,8.14 천,-0.04%,-9.17%,4.21%
1356,Galactrum,ORE,279.13 백만,102.09,2.73 백만,337.74 천,-1.34%,6.78%,-1.98%
1357,Condensate,RAIN,276.51 백만,0.632152,437.42 백만,420.72 천,-0.18%,15.47%,-8.66%
1358,Open Trading ...,OTN,269.52 백만,133.13,2.02 백만*,517.70 천,3.37%,0.95%,-11.09%
1359,imbrex,REX,265.72 백만,30.68,8.66 백만*,0.00 ,0.00%,-7.00%,-12.83%
1360,PoSW Coin,POSW,259.61 백만,5.89,44.10 백만*,1.93 천,-0.18%,9.18%,2.54%
1361,SuperCoin,SUPER,258.48 백만,5.18,49.86 백만,19.97 천,-0.18%,184.24%,198.67%
1362,StarterCoin,STAC,258.15 백만,0.914100,282.41 백만*,63.94 천,-0.06%,7.92%,-9.17%
1363,Chronologic,DAY,252.91 백만,316.58,798.90 천*,207.34 천,-0.12%,3.87%,-6.46%
1364,RussiaCoin,RC,251.23 백만,29.99,8.38 백만,5.10 천,-0.18%,8.09%,1.08%
1365,Ethorse,HORSE,251.06 백만,2.37,105.91 백만*,51.30 천,-0.17%,-12.70%,-23.80%
1366,Fidelium,FID,246.78 백만,2.09,117.85 백만*,5.28 천,-0.18%,-64.04%,-64.04%
1367,Adelphoi,ADL,240.75 백만,11.62,20.72 백만*,4.70 천,-0.15%,1.50%,-42.22%
1368,Vsync,VSX,234.70 백만,1.46,160.56 백만,86.71 천,-0.18%,31.13%,18.61%
1369,DigitalPrice,DP,229.77 백만,11.62,19.78 백만*,120.58 천,-0.18%,5.97%,11.40%
1370,STRAKS,STAK,227.05 백만,21.62,10.50 백만,156.69 천,0.07%,13.02%,-13.92%
1371,Decentralized...,DML,223.64 백만,3.55,63.03 백만*,0.00 ,0.00%,4.12%,-15.34%
1372,bitSilver,BITSILVER,223.19 백만,10480.50,21.30 천*,0.00 ,0.00%,7.63%,8.76%
1373,Canada eCoin,CDN,222.42 백만,2.28,97.42 백만,187.09 천,-0.21%,39.01%,40.84%
1374,KekCoin,KEK,221.86 백만,20.70,10.72 백만 *,67.02 천,-0.18%,5.79%,0.70%
1375,KanadeCoin,KNDC,216.16 백만,0.039510,5.47 십억*,7.90 천,-0.18%,6.88%,330.39%
1376,SHPING,SHPING,214.16 백만,0.274217,780.99 백만*,0.00 ,-0.05%,3.82%,32.39%
1377,Deutsche eMark,DEM,212.73 백만,5.07,42.00 백만,204.48 천,-0.14%,9.65%,13.45%
1378,FundRequest,FND,211.96 백만,4.50,47.07 백만*,0.00 ,0.00%,9.10%,-2.33%
1379,ZEST,ZEST,209.78 백만,92.30,2.27 백만,0.00 ,0.00%,0.00%,0.00%
1380,Helleniccoin,HNC,206.79 백만,3.04,67.97 백만,2.38 천,-0.18%,3.20%,-5.75%
1381,Evimeria,EVI,204.34 백만,0.013167,15.52 십억*,50.88 천,4.40%,21.86%,13.62%
1382,Biotron,BTRN,201.84 백만,6.18,32.67 백만*,33.49 천,-0.03%,7.23%,-3.04%
1383,EquiTrader,EQT,199.29 백만,17.42,11.44 백만,555.08 천,-0.18%,3.58%,-21.70%
1384,bitGold,BITGOLD,192.67 백만,1016793,189.49 *,2.54 천,-0.31%,5.71%,0.80%
1385,Truckcoin,TRK,188.33 백만,0.829700,226.99 백만*,200.64 천,-0.18%,-2.92%,4.43%
1386,FujiCoin,FJC,186.75 백만,0.104272,1.79 십억,195.40 천,-0.23%,-7.63%,-3.68%
1387,TrumpCoin,TRUMP,185.36 백만,28.07,6.60 백만,149.61 천,3.28%,4.89%,2.58%
1388,DCORP Utility,DRPU,183.95 백만,52.10,3.53 백만*,232.99 천,-0.18%,0.16%,-1.32%
1389,Freicoin,FRC,174.11 백만,5.49,31.70 백만,1.30 ,-0.21%,8.67%,32.68%
1390,Opal,OPAL,172.38 백만,11.38,15.15 백만*,13.84 천,-0.18%,0.21%,-5.56%
1391,IncaKoin,NKA,167.65 백만,0.009346,17.94 십억,4.96 천,0.35%,0.73%,-12.86%
1392,Obsidian,ODN,166.68 백만,6.67,25.00 백만*,264.18 천,15.50%,81.89%,156.87%
1393,TagCoin,TAG,165.99 백만,25.80,6.43 백만,27.11 천,-0.17%,10.07%,9.31%
1394,Advanced Inte...,AIB,163.32 백만,5.07,32.23 백만,1.06 천,-0.18%,10.46%,19.30%
1395,Live Stars,LIVE,154.90 백만,3.90,39.73 백만*,0.00 ,0.00%,0.00%,-5.63%
1396,Bitcloud,BTDX,154.00 백만,5.65,27.26 백만*,423.18 천,-0.18%,-2.22%,-6.71%
1397,Phoenixcoin,PXC,151.57 백만,2.12,71.34 백만,188.05 천,-20.39%,7.19%,5.10%
1398,PitisCoin,PTS,151.09 백만,0.957059,157.87 백만*,335.77 천,-1.75%,-2.09%,-62.25%
1399,EtherSportz,ESZ,150.47 백만,21.79,6.91 백만*,4.65 천,-0.16%,16.00%,3.11%
1400,Ethereum Cash,ECASH,150.41 백만,10.67,14.10 백만*,55.71 천,-1.96%,3.64%,25.68%
1401,bitBTC,BITBTC,149.19 백만,3356615,44.45 *,7.92 천,-0.32%,8.38%,-9.03%
1402,Bitradio,BRO,149.00 백만,21.14,7.05 백만*,198.21 천,-0.21%,11.10%,5.71%
1403,CrowdWiz,WIZ,146.97 백만,18.76,7.83 백만*,268.49 천,-0.08%,-0.99%,-0.04%
1404,PlatinumBAR,XPTX,146.51 백만,70.83,2.07 백만,28.75 천,-0.18%,1.87%,18.40%
1405,Digitalcoin,DGC,145.60 백만,4.67,31.16 백만,113.83 천,-0.24%,2.08%,-0.69%
1406,Elementrem,ELE,144.94 백만,5.53,26.20 백만,331.76 천,-0.18%,6.33%,-12.05%
1407,Tokia,TKA,143.55 백만,3.41,42.14 백만*,46.43 천,-0.18%,5.70%,-8.79%
1408,HUZU,HUZU,141.43 백만,69.61,2.03 백만,47.01 천,-0.18%,6.53%,-9.62%
1409,iDealCash,DEAL,141.07 백만,0.117184,1.20 십억,307.61 천,0.64%,8.20%,29.61%
1410,BitBar,BTB,139.99 백만,3544.64,39.49 천,118.22 천,-0.17%,11.10%,0.06%
1411,Adzcoin,ADZ,138.54 백만,3.07,45.10 백만,456.38 천,-0.24%,4.17%,-14.27%
1412,HOdlcoin,HODL,137.80 백만,0.592643,232.52 백만,23.19 천,-0.18%,45.55%,37.92%
1413,Crave,CRAVE,137.64 백만,8.96,15.37 백만*,43.20 천,-0.77%,9.37%,4.96%
1414,Ellaism,ELLA,137.39 백만,10.77,12.76 백만,210.92 천,0.26%,12.07%,-12.66%
1415,Etheriya,RIYA,137.03 백만,86.64,1.58 백만*,3.94 천,-0.18%,5.99%,-12.68%
1416,Bitmark,BTM,136.88 백만,13.16,10.40 백만,396.52 천,-0.18%,17.61%,-19.92%
1417,WELL,WELL,136.68 백만,1.95,70.08 백만*,0.00 ,-0.04%,-5.61%,0.84%
1418,Piggycoin,PIGGY,136.18 백만,0.277108,491.42 백만,20.85 천,-0.17%,15.33%,35.05%
1419,Elcoin,EL,135.87 백만,12.12,11.21 백만*,213.51 천,-0.36%,18.96%,25.41%
1420,Linx,LINX,135.69 백만,4.08,33.27 백만,191.83 천,-3.12%,0.71%,9.19%
1421,FirstCoin,FRST,133.57 백만,4.28,31.21 백만,20.09 천,-0.10%,7.02%,2.29%
1422,Gainer,GNR,133.19 백만,12.11,11.00 백만,277.68 천,-26.97%,219.40%,-45.07%
1423,Bitcoin Scrypt,BTCS,132.24 백만,7.51,17.62 백만,52.74 천,-0.18%,9.46%,7.79%
1424,Newton Coin P...,NCP,130.34 백만,0.001287,101.25 십억,222.13 천,0.36%,-15.55%,10.93%
1425,Innova,INN,129.78 백만,25.70,5.05 백만,292.38 천,-3.25%,2.54%,-6.35%
1426,Tidex Token,TDX,128.98 백만,13.57,9.50 백만*,547.27 천,-0.17%,39.84%,39.52%
1427,Gapcoin,GAP,124.41 백만,8.76,14.21 백만,0.00 ,0.00%,0.00%,0.00%
1428,MarteXcoin,MXT,123.80 백만,39.29,3.15 백만,192.93 천,-0.02%,-7.64%,-12.33%
1429,Musiconomi,MCI,123.62 백만,4.46,27.69 백만*,9.51 천,-0.18%,25.28%,12.24%
1430,Arepacoin,AREPA,121.03 백만,7.88,15.35 백만,482.60 천,-0.16%,-0.65%,92.16%
1431,BritCoin,BRIT,119.97 백만,5.64,21.27 백만,0.00 ,0.00%,0.00%,0.00%
1432,Blakecoin,BLC,116.72 백만,5.76,20.25 백만,95.96 천,0.79%,21.23%,11.43%
1433,Fastcoin,FST,116.14 백만,0.740167,156.91 백만,0.00 ,0.00%,0.00%,-29.79%
1434,Joulecoin,XJO,115.34 백만,3.08,37.43 백만,75.72 천,-0.18%,7.13%,-2.21%
1435,Shadow Token,SHDW,115.33 백만,16.48,7.00 백만*,25.81 천,-0.18%,37.05%,3.05%
1436,Nyancoin,NYAN,114.79 백만,0.355586,322.81 백만,20.89 천,-0.26%,7.66%,49.91%
1437,Speed Mining ...,SMS,114.01 백만,1089.10,104.68 천*,0.00 ,0.00%,0.00%,0.00%
1438,Bitcoin Adult,BTAD,112.61 백만,4.49,25.09 백만*,455.05 천,-0.41%,25.75%,-5.72%
1439,Dorado,DOR,112.00 백만,0.314978,355.58 백만*,383.73 천,7.71%,12.77%,24.98%
1440,Sola Token,SOL,110.82 백만,3.82,29.04 백만*,339.42 천,0.31%,9.76%,2.46%
1441,MagicCoin,MAGE,109.99 백만,14.59,7.54 백만,0.00 ,0.00%,0.00%,0.00%
1442,BlockMesh,BMH,109.74 백만,1.22,89.60 백만*,92.34 천,-0.18%,3.01%,55.09%
1443,Triangles,TRI,107.75 백만,849.34,126.87 천,5.80 천,-0.30%,4.25%,13.74%
1444,KZ Cash,KZC,107.65 백만,49.18,2.19 백만,20.19 천,2.49%,30.60%,5.49%
1445,Orbis Token,OBT,106.16 백만,5.54,19.17 백만*,0.00 ,0.00%,3.88%,-18.62%
1446,Megacoin,MEC,105.68 백만,2.81,37.67 백만,6.47 천,-0.18%,7.85%,-9.58%
1447,Sugar Exchange,SGR,105.58 백만,4.80,22.01 백만*,26.49 천,-0.04%,7.58%,1.19%
1448,Billionaire T...,XBL,105.50 백만,32.28,3.27 백만*,2.36 천,-0.18%,16.68%,26.16%
1449,Litecoin Plus,LCP,105.14 백만,49.48,2.12 백만,194.19 천,-1.56%,-2.11%,7.76%
1450,Ignition,IC,104.99 백만,106.37,987.04 천,121.25 천,-0.32%,4.48%,-8.63%
1451,Bitsum,BSM,104.10 백만,0.084550,1.23 십억*,230.13 천,-0.33%,-0.55%,1.03%
1452,Unitus,UIS,102.46 백만,1.58,64.83 백만,23.08 천,-0.18%,3.74%,-8.86%
1453,OP Coin,OPC,101.66 백만,0.054686,1.86 십억*,203.68 천,-0.12%,-26.28%,-29.85%
1454,Nerves,NER,99.64 백만,0.030575,3.26 십억*,4.72 천,-0.04%,-17.72%,0.12%
1455,Tracto,TRCT,98.67 백만,3.67,26.91 백만*,113.22 천,-0.18%,-34.16%,-18.58%
1456,Citadel,CTL,97.79 백만,8.93,10.95 백만,536.65 천,-9.16%,34.29%,21.03%
1457,Bitcoin Fast,BCF,97.07 백만,5.65,17.18 백만,55.88 천,-0.18%,11.80%,-1.07%
1458,NetKoin,NTK,96.42 백만,0.024249,3.98 십억*,66.27 천,4.50%,10.92%,13.20%
1459,Magi,XMG,95.23 백만,11.49,8.29 백만,84.67 천,-0.20%,7.67%,3.25%
1460,Emerald Crypto,EMD,94.41 백만,4.94,19.12 백만,16.87 천,-0.18%,5.49%,11.19%
1461,ProCurrency,PROC,93.38 백만,0.928894,100.53 백만*,29.71 천,-1.09%,3.98%,0.28%
1462,WavesGo,WGO,93.02 백만,10.93,8.51 백만*,27.79 천,2.59%,7.78%,18.28%
1463,dietbitcoin,DDX,92.04 백만,38.72,2.38 백만,434.60 ,-0.18%,38.75%,41.66%
1464,SpreadCoin,SPR,91.79 백만,8.32,11.04 백만,24.59 천,12.11%,16.69%,9.68%
1465,SagaCoin,SAGA,91.07 백만,14.93,6.10 백만,255.00 천,0.48%,11.61%,-2.84%
1466,Origami,ORI,90.82 백만,21.49,4.23 백만*,0.00 ,0.00%,0.00%,-11.40%
1467,Bata,BTA,90.22 백만,17.86,5.05 백만,212.64 천,0.31%,43.05%,10.54%
1468,AdCoin,ACC,89.04 백만,13.59,6.55 백만,222.34 천,-0.18%,-6.53%,-7.59%
1469,Iridium,IRD,88.49 백만,6.07,14.59 백만,10.91 천,-0.18%,3.99%,-6.17%
1470,Startcoin,START,87.27 백만,1.94,45.08 백만,41.43 천,-0.82%,4.20%,-8.88%
1471,Bitdeal,BDL,84.21 백만,0.479576,175.58 백만,0.00 ,0.00%,0.00%,61.45%
1472,iTicoin,ITI,83.44 백만,2607.63,32.00 천*,10.43 천,-0.24%,1.74%,-0.32%
1473,PiplCoin,PIPL,82.42 백만,0.987738,83.44 백만*,1.45 천,-0.24%,42.20%,-9.64%
1474,Bitstar,BITS,81.07 백만,4.07,19.92 백만*,4.76 천,-0.17%,-8.73%,-0.93%
1475,LiteBar,LTB,81.03 백만,81.89,989.56 천,0.00 ,0.00%,0.00%,0.00%
1476,vSlice,VSL,80.01 백만,2.40,33.39 백만*,0.00 ,0.00%,0.00%,4.05%
1477,PyrexCoin,PYX,79.92 백만,7.44,10.74 백만,49.31 천,-0.41%,-0.38%,-47.47%
1478,Ccore,CCO,79.80 백만,46.94,1.70 백만*,4.39 천,-0.04%,46.36%,-13.12%
1479,Creditbit,CRB,79.63 백만,4.74,16.80 백만*,177.42 천,-0.18%,46.25%,20.96%
1480,LanaCoin,LANA,79.33 백만,0.079019,1.00 십억,51.13 천,-0.24%,6.80%,22.14%
1481,Marscoin,MARS,77.91 백만,2.75,28.28 백만,0.00 ,0.00%,0.00%,0.00%
1482,BitStation,BSTN,77.40 백만,0.021086,3.67 십억*,1.61 천,-0.04%,-2.23%,-13.85%
1483,RPICoin,RPI,75.80 백만,0.145085,522.46 백만,45.72 천,-7.50%,23.05%,14.53%
1484,Digiwage,WAGE,75.35 백만,1.73,43.58 백만,64.62 천,-0.22%,8.23%,-17.64%
1485,GlobalToken,GLT,73.71 백만,1.93,38.26 백만,267.77 천,5.21%,6.44%,36.56%
1486,Ratecoin,XRA,73.56 백만,0.600705,122.45 백만*,242.26 천,-1.36%,-2.97%,-7.94%
1487,Halcyon,HAL,73.23 백만,11.00,6.66 백만,0.00 ,0.00%,0.00%,0.00%
1488,Bolivarcoin,BOLI,72.57 백만,5.76,12.61 백만,206.69 천,0.42%,36.70%,94.32%
1489,Shekel,JEW,70.48 백만,0.553133,127.43 백만*,23.97 천,-0.18%,6.33%,1.66%
1490,Rimbit,RBT,70.26 백만,0.355586,197.58 백만*,51.48 천,-0.18%,6.33%,-2.58%
1491,Crystal Clear,CCT,70.15 백만,13.43,5.22 백만*,19.55 천,-0.24%,3.88%,22.91%
1492,PRiVCY,PRIV,70.01 백만,4.37,16.01 백만*,169.50 천,-0.18%,-10.58%,-77.90%
1493,UltraCoin,UTC,69.84 백만,1.46,47.78 백만,3.05 천,-0.24%,14.03%,-21.17%
1494,Golfcoin,GOLF,69.80 백만,0.039510,1.77 십억,395.10 ,-0.17%,-12.64%,-12.64%
1495,Cashcoin,CASH,69.29 백만,1.30,53.46 백만,25.01 천,-0.18%,17.16%,66.27%
1496,Viuly,VIU,69.09 백만,0.184009,375.49 백만*,53.51 천,-0.15%,2.64%,17.82%
1497,Commodity Ad ...,CDX,67.88 백만,2.09,32.55 백만*,0.00 ,0.00%,7.93%,-64.81%
1498,InflationCoin,IFLT,67.72 백만,0.001512,44.79 십억*,416.42 천,-0.65%,16.02%,-27.39%
1499,OPCoinX,OPCX,67.49 백만,0.869210,77.64 백만,182.79 천,-0.18%,11.51%,10.60%
1500,Darsek,KED,66.28 백만,2.77,23.97 백만,105.70 천,-0.18%,11.09%,11.74%
1501,VIVO,VIVO,66.05 백만,20.30,3.25 백만,337.70 천,-0.23%,1.97%,-9.91%
1502,Authorship,ATS,65.88 백만,0.658939,99.97 백만*,164.10 천,-0.16%,14.27%,38.47%
1503,Mincoin,MNC,65.33 백만,12.84,5.09 백만,328.05 천,-0.18%,10.74%,27.28%
1504,Masternodecoin,MTNC,64.89 백만,1.21,53.79 백만*,0.00 ,0.00%,8.23%,1.76%
1505,Regalcoin,REC,64.73 백만,5.06,12.80 백만,5.51 천,-0.18%,6.96%,-34.05%
1506,Cream,CRM,64.16 백만,1.42,45.11 백만,24.24 천,-0.24%,4.92%,-13.30%
1507,SteepCoin,STEEP,64.15 백만,0.353406,181.51 백만,84.20 천,-0.18%,265.16%,78.38%
1508,ChessCoin,CHESS,64.04 백만,1.19,54.03 백만*,270.11 천,-0.26%,-8.86%,-13.57%
1509,Pure,PUREX,63.86 백만,3.75,17.01 백만,42.27 천,-0.18%,2.73%,-3.88%
1510,Version,V,63.74 백만,0.118529,537.79 백만,10.89 천,-0.18%,6.33%,1.20%
1511,Crowdholding,YUP,63.33 백만,0.425938,148.69 백만*,15.38 천,-0.04%,-3.46%,2.73%
1512,300 Token,300,63.11 백만,210350,300.00 *,0.00 ,0.00%,0.00%,59.05%
1513,Rubies,RBIES,62.55 백만,6.01,10.42 백만*,2.27 천,-0.17%,7.83%,-8.48%
1514,Pascal Lite,PASL,61.65 백만,6.73,9.17 백만,263.58 천,-0.19%,-10.33%,21.85%
1515,Jin Coin,JIN,60.60 백만,6.08,9.96 백만,418.00 천,-0.24%,10.36%,54.71%
1516,Swing,SWING,60.55 백만,15.70,3.86 백만,0.00 ,0.00%,7.82%,25.71%
1517,Bitcoin Red,BTCRED,59.79 백만,2.91,20.55 백만*,28.37 천,1.06%,-25.63%,-3.78%
1518,BTCtalkcoin,TALK,59.33 백만,0.908719,65.29 백만,5.05 천,-0.24%,-28.21%,-34.79%
1519,Onix,ONX,59.23 백만,0.553133,107.07 백만,260.37 천,-0.18%,-6.96%,-23.55%
